,ID,Program_Code,From_Grade,To_Grade,Group_State,Is_Non_Annual_,Days,Travel_Type,Departure_Date,Return_Date,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Product_Type,SPR_New_Existing,FPP,Total_Pax,SPR_Group_Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP_to_School_enrollment,FPP_to_PAX,Num_of_Non_FPP_PAX,SchoolSizeIndicator,Retained_in_2012_,NPS_2011,NPS_2010,NPS_2009,NPS_2008,>=_3_FPP_Date,>=_10_FPP_Date,>=_20_FPP_Date,>=_35_FPP_Date
1442,1443,HD,11.0,12.0,TN,0.0,4.0,A,2011-05-31,2011-06-03,2010-10-15,,1557.0,3.0,0.0,1.0,2010-04-19,2010-04-19,3.0,1.0,2010-04-16,B,Other,8.0,PUBLIC,1.0,9,12.0,2000.0,O,0.667,0.0,East Coast,NEW,3.0,4.0,1557.0,2.0,2010-08-31,2010-09-14,273.0,259.0,High,High,High->High,May,High,High,High->High,H,0.0,0.0015,0.75,1.0,L,0.0,,,,,2010-09-29,,,
1443,1444,HD,7.0,8.0,TN,1.0,4.0,A,2011-05-31,2011-06-03,2010-10-22,,1478.0,34.0,4.0,0.791,2010-01-25,2010-09-10,4.0,3.0,2010-01-26,B,Other,10.0,PUBLIC,1.0,4,8.0,550.0,I,0.372,0.0,East Coast,EXISTING,43.0,46.0,1478.0,1.0,2010-09-14,2010-09-14,259.0,259.0,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0.0,0.078181818,0.934782609,3.0,S-M,0.0,10.0,,10.0,,2010-02-18,2010-02-26,2010-03-09,2010-04-13
1444,1445,CD,7.0,12.0,TX,1.0,4.0,A,2011-05-31,2011-06-03,2010-10-01,,1592.0,12.0,1.0,0.923,2010-03-05,2010-08-03,2.0,1.0,2010-03-04,,Dallas,1.0,CHD,1.0,PK,12.0,230.0,I,0.539,0.0,East Coast,NEW,13.0,14.0,1592.0,2.0,2010-04-12,2010-08-17,414.0,287.0,Middle,High,Middle->High,May,PK,High,PK->High,C,0.0,0.056521739,0.928571429,1.0,S,1.0,10.0,,,,2010-04-20,2010-06-01,,
1445,1446,HC,8.0,8.0,SD,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-01,,1910.0,48.0,4.0,0.403,2010-02-04,2010-08-23,4.0,10.0,2010-01-21,B,Other,10.0,PUBLIC,1.0,7,8.0,590.0,H,0.319,0.0,East Coast,EXISTING,119.0,129.0,1910.0,2.0,2010-04-19,2010-09-07,407.0,266.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.201694915,0.92248062,10.0,M-L,1.0,9.0,9.0,10.0,9.0,2010-05-07,2010-04-27,2010-05-06,2010-05-16
1446,1447,HD,8.0,8.0,KS,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-01,FR,1899.0,20.0,4.0,0.769,2010-02-08,2010-08-18,6.0,3.0,2010-02-03,B,Other,10.0,PUBLIC,1.0,6,8.0,549.0,L,0.308,0.0,East Coast,EXISTING,26.0,29.0,1899.0,1.0,2010-08-26,2010-08-26,278.0,278.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.047358834,0.896551724,3.0,S-M,1.0,10.0,10.0,10.0,9.0,2010-03-18,2010-05-01,2010-08-23,
1447,1448,HD,7.0,8.0,OK,1.0,5.0,A,2011-05-31,2011-06-04,2010-11-01,FR,1680.0,3.0,1.0,0.375,2010-02-08,2010-08-19,1.0,2.0,2010-02-06,C,Other,10.0,PUBLIC,0.0,8,9.0,280.0,G,0.5,0.0,East Coast,EXISTING,8.0,10.0,1680.0,0.0,,,,,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,0.0,0.028571429,0.8,2.0,S,0.0,10.0,,,,2010-03-26,,,
1448,1449,HC,8.0,8.0,KS,1.0,5.0,A,2011-05-31,2011-06-04,2010-11-01,,1899.0,39.0,0.0,0.609,2010-02-04,2010-08-26,0.0,6.0,2010-02-05,B,Other,10.0,PUBLIC,1.0,6,8.0,184.0,I,0.25,0.0,East Coast,EXISTING,64.0,70.0,1899.0,2.0,2010-03-24,2010-09-08,433.0,265.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.347826087,0.914285714,6.0,S,0.0,9.0,,9.0,9.0,2010-04-02,2010-04-27,2010-05-19,2010-05-31
1449,1450,HD,8.0,8.0,IN,0.0,5.0,B,2011-05-31,2011-06-04,2010-10-01,,808.0,14.0,0.0,0.378,2010-03-19,2010-08-20,2.0,2.0,2010-03-18,B,Other,10.0,PUBLIC,1.0,7,12.0,611.0,K,0.297,0.0,East Coast,EXISTING,37.0,39.0,808.0,1.0,2010-09-29,2010-09-29,244.0,244.0,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1.0,0.060556465,0.948717949,2.0,M-L,1.0,,10.0,10.0,10.0,2010-09-23,2010-09-30,2010-10-01,2011-04-29
1450,1451,HD,8.0,8.0,CO,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-01,FR,1629.0,16.0,0.0,0.8,2010-04-13,2010-08-31,1.0,2.0,2010-04-09,B,Other,10.0,PUBLIC,1.0,6,8.0,151.0,J,0.2,0.0,East Coast,EXISTING,20.0,22.0,1629.0,1.0,2010-09-09,2010-09-09,264.0,264.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.132450331,0.909090909,2.0,S,1.0,10.0,10.0,5.0,8.0,2010-05-24,2010-11-11,2011-02-17,
1451,1452,HC,8.0,8.0,TX,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-28,FR,2061.0,14.0,8.0,0.933,2010-03-04,2010-03-04,6.0,2.0,2010-03-02,C,Houston,10.0,PUBLIC,1.0,6,8.0,150.0,E,0.6,0.0,East Coast,EXISTING,15.0,17.0,2061.0,1.0,2010-05-19,2010-05-19,377.0,377.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.1,0.882352941,2.0,S,0.0,10.0,,10.0,10.0,2010-05-26,2010-05-31,,
1452,1453,HD,8.0,8.0,TX,0.0,4.0,A,2011-05-31,2011-06-04,2010-10-15,,1768.0,16.0,5.0,0.485,2010-04-20,2010-08-26,7.0,3.0,2010-04-20,C,Houston,10.0,PUBLIC,1.0,7,8.0,266.0,C,0.424,0.0,East Coast,EXISTING,33.0,36.0,1768.0,1.0,2010-09-07,2010-09-07,266.0,266.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.12406015,0.916666667,3.0,S,1.0,10.0,10.0,9.0,10.0,2010-05-25,2010-05-31,2010-09-08,
1453,1454,HD,8.0,8.0,IL,0.0,5.0,B,2011-05-31,2011-06-04,2010-10-15,FR,853.0,12.0,2.0,0.375,2010-01-25,2010-08-27,3.0,3.0,2010-01-22,B,Other,10.0,PUBLIC,1.0,6,8.0,300.0,L,0.188,0.0,East Coast,EXISTING,32.0,35.0,853.0,2.0,2010-05-17,2010-08-24,379.0,280.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.106666667,0.914285714,3.0,S,1.0,10.0,10.0,10.0,10.0,2010-05-26,2010-06-03,2010-09-14,
1454,1455,HD,7.0,8.0,IN,1.0,5.0,B,2011-05-31,2011-06-04,2010-10-15,FR,774.0,23.0,6.0,0.622,2010-05-18,2010-08-30,9.0,5.0,2010-05-17,B,Other,10.0,PUBLIC,1.0,PK,8.0,520.0,I,0.189,0.0,East Coast,EXISTING,37.0,42.0,774.0,1.0,2010-09-14,2010-09-14,259.0,259.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0.0,0.071153846,0.880952381,5.0,S-M,0.0,,,,,2010-06-07,2010-06-07,2010-10-14,2011-03-23
1455,1456,HC,7.0,8.0,AZ,0.0,5.0,A,2011-05-31,2011-06-04,2010-12-01,,2165.0,12.0,1.0,0.8,2010-02-26,2010-08-30,4.0,2.0,2010-02-27,B,Other,10.0,PUBLIC,1.0,1,8.0,470.0,K,0.133,0.0,East Coast,EXISTING,15.0,17.0,2165.0,1.0,2010-10-05,2010-10-05,238.0,238.0,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0.0,0.031914894,0.882352941,2.0,S-M,0.0,9.0,9.0,,,2010-11-15,2010-11-30,,
1456,1457,HC,11.0,12.0,NE,1.0,5.0,A,2011-05-31,2011-06-04,2010-10-01,FR,1898.0,20.0,8.0,0.571,2009-05-01,2010-08-27,8.0,5.0,2009-04-30,B,Other,10.0,PUBLIC,1.0,K,12.0,292.0,J,0.429,0.0,East Coast,EXISTING,35.0,40.0,1898.0,1.0,2009-05-12,2009-05-12,749.0,749.0,High,High,High->High,May,K,High,K->High,H,0.0,0.119863014,0.875,5.0,S,0.0,10.0,,10.0,,2009-06-01,2009-06-05,2009-06-10,2009-06-21
1457,1458,HD,7.0,8.0,KS,1.0,5.0,A,2011-05-31,2011-06-04,2010-10-01,,1499.0,11.0,0.0,0.55,2010-02-01,2010-09-01,0.0,3.0,2010-01-30,B,Other,10.0,PUBLIC,1.0,PK,8.0,248.0,I,0.75,0.0,East Coast,EXISTING,20.0,23.0,1499.0,2.0,2010-04-19,2010-09-22,407.0,251.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0.0,0.080645161,0.869565217,3.0,S,0.0,9.0,,10.0,,2010-04-23,2010-05-17,2010-06-01,
1458,1459,HD,8.0,8.0,MO,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-01,,1987.0,13.0,7.0,0.765,2010-02-04,2010-08-16,8.0,2.0,2010-02-05,B,Other,10.0,PUBLIC,1.0,7,8.0,360.0,O,0.294,0.0,East Coast,EXISTING,17.0,19.0,1987.0,1.0,2010-08-31,2010-08-31,273.0,273.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.047222222,0.894736842,2.0,S-M,1.0,10.0,10.0,10.0,9.0,2010-03-01,2010-04-01,,
1459,1460,HD,8.0,8.0,NE,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-08,,1715.0,25.0,4.0,0.581,2010-01-26,2010-08-09,5.0,3.0,2010-01-26,B,Other,10.0,PUBLIC,1.0,6,8.0,509.0,H,0.326,0.0,East Coast,EXISTING,43.0,46.0,1715.0,1.0,2010-09-14,2010-09-14,259.0,259.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.084479371,0.934782609,3.0,S-M,1.0,9.0,9.0,9.0,,2010-03-03,2010-03-25,2010-05-17,2010-08-15
1460,1461,HD,8.0,8.0,GA,0.0,3.0,B,2011-05-31,2011-06-04,2010-11-15,,688.0,15.0,2.0,0.79,2010-05-14,2010-05-14,3.0,1.0,2010-05-14,C,Other,10.0,PUBLIC,1.0,6,8.0,550.0,H,0.158,0.0,East Coast,NEW,19.0,20.0,688.0,1.0,2010-09-28,2010-09-28,245.0,245.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.034545455,0.95,1.0,S-M,1.0,,,,,2010-10-03,2010-10-19,,
1461,1462,HD,8.0,8.0,CA,0.0,4.0,A,2011-05-31,2011-06-04,2010-10-05,CP,1529.0,48.0,14.0,0.686,2010-04-01,2010-08-26,20.0,6.0,2010-04-01,B,Southern California,10.0,PUBLIC,1.0,6,8.0,800.0,G,0.214,0.0,East Coast,EXISTING,70.0,76.0,1529.0,1.0,2010-09-01,2010-09-01,272.0,272.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.0875,0.921052632,6.0,M-L,1.0,10.0,10.0,,,2010-05-10,2010-06-01,2010-09-14,2010-09-24
1462,1463,HD,,,IN,0.0,4.0,B,2011-05-31,2011-06-04,2010-10-01,,817.0,24.0,3.0,0.774,2010-03-01,2010-08-13,4.0,3.0,2010-03-01,B,Other,10.0,PUBLIC,1.0,7,12.0,900.0,J,0.161,0.0,East Coast,NEW,31.0,34.0,817.0,1.0,2010-08-26,2010-08-26,278.0,278.0,Undefined,Undefined,Undefined->Undefined,May,Middle,High,Middle->High,H,0.0,0.034444444,0.911764706,3.0,L,1.0,10.0,,,,2010-04-16,2010-04-27,2010-05-03,
1463,1464,HD,,,GA,0.0,3.0,B,2011-05-31,2011-06-04,2010-11-05,,688.0,14.0,0.0,0.636,2010-05-13,2010-05-13,0.0,2.0,2010-05-14,C,Other,10.0,PUBLIC,1.0,6,8.0,1000.0,D,0.273,0.0,East Coast,NEW,22.0,24.0,688.0,1.0,2010-10-19,2010-10-19,224.0,224.0,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0.0,0.022,0.916666667,2.0,L,1.0,10.0,,,,2010-10-22,2010-10-31,2011-03-30,
1464,1465,CD,10.0,11.0,WA,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-15,,1729.0,8.0,2.0,0.4,2010-04-05,2010-08-23,2.0,1.0,2010-04-03,,Pacific Northwest,10.0,CHD,0.0,PK,11.0,211.0,L,0.1,0.0,East Coast,NEW,20.0,21.0,1729.0,0.0,,,,,High,High,High->High,May,PK,High,PK->High,C,0.0,0.09478673,0.952380952,1.0,S,0.0,8.0,,,,2010-05-03,2010-05-26,,
1465,1466,ST,6.0,8.0,CA,1.0,5.0,A,2011-05-31,2011-06-04,2010-11-15,,1774.0,2.0,1.0,0.286,2010-03-29,2010-09-02,7.0,2.0,2010-03-27,,Southern California,4.0,CHD,1.0,K,8.0,170.0,P,0.0,1.0,Science,NEW,7.0,9.0,1774.0,2.0,2010-05-18,2010-10-19,378.0,224.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,S,0.0,0.041176471,0.777777778,2.0,S,1.0,10.0,,,,2010-05-30,,,
1466,1467,HD,8.0,8.0,TN,0.0,4.0,B,2011-05-31,2011-06-04,2010-11-12,,822.0,25.0,4.0,0.735,,2010-08-13,5.0,2.0,2010-06-04,A,Other,10.0,PUBLIC,1.0,PK,8.0,582.0,O,0.265,0.0,East Coast,EXISTING,34.0,36.0,822.0,1.0,2010-09-09,2010-09-09,264.0,264.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1.0,0.058419244,0.944444444,2.0,M-L,1.0,9.0,8.0,,,2010-09-10,2010-09-14,2010-09-26,
1467,1468,HC,8.0,8.0,CO,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-29,FR,2140.0,20.0,1.0,0.769,2010-03-15,2010-08-17,2.0,3.0,2010-03-09,B,Other,10.0,PUBLIC,1.0,6,8.0,250.0,L,0.308,0.0,East Coast,EXISTING,26.0,29.0,2140.0,1.0,2010-09-30,2010-09-30,243.0,243.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.104,0.896551724,3.0,S,1.0,10.0,,10.0,10.0,2010-05-27,2010-09-21,2010-10-08,
1468,1469,HD,7.0,8.0,AZ,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-01,,1728.0,12.0,7.0,0.75,2010-02-09,2010-08-12,10.0,3.0,2010-02-05,B,Other,10.0,PUBLIC,1.0,7,8.0,1310.0,N,0.313,0.0,East Coast,EXISTING,16.0,19.0,1728.0,2.0,2010-04-01,2010-09-01,425.0,272.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0.0,0.01221374,0.842105263,3.0,L,1.0,10.0,10.0,10.0,8.0,2010-07-19,2010-09-07,,
1469,1470,HD,8.0,8.0,CA,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-08,,1654.0,8.0,4.0,0.889,2010-03-29,2010-08-24,3.0,1.0,2010-03-30,B,Northern California,5.0,PUBLIC,1.0,K,8.0,1111.0,Q,0.222,0.0,East Coast,EXISTING,9.0,10.0,1654.0,2.0,2010-04-29,2010-09-08,397.0,265.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1.0,0.00810081,0.9,1.0,L,1.0,,10.0,,,2010-05-20,,,
1470,1471,HC,8.0,8.0,NM,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-01,,2226.0,13.0,1.0,0.867,,2010-08-31,6.0,3.0,2010-08-25,C,Other,10.0,PUBLIC,1.0,6,8.0,594.0,F,0.2,0.0,East Coast,NEW,15.0,18.0,2226.0,1.0,2010-09-14,2010-09-14,259.0,259.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.025252525,0.833333333,3.0,M-L,0.0,,,,,2010-09-29,2010-10-13,,
1471,1472,HC,9.0,9.0,TX,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-31,,2114.0,4.0,4.0,1.0,,2010-08-27,11.0,1.0,2010-08-26,B,Dallas,8.0,PUBLIC,1.0,9,9.0,710.0,N,0.0,0.0,East Coast,NEW,4.0,5.0,2114.0,1.0,2010-09-16,2010-09-16,257.0,257.0,High,High,High->High,May,High,High,High->High,H,1.0,0.005633803,0.8,1.0,M-L,1.0,,,,,2010-10-06,,,
1472,1473,HD,,,CA,0.0,5.0,A,2011-05-31,2011-06-04,2010-10-11,,2149.0,4.0,2.0,0.667,,2010-09-01,2.0,1.0,2010-08-31,,Northern California,10.0,Catholic,1.0,K,8.0,200.0,L,0.333,0.0,East Coast,NEW,6.0,7.0,2149.0,1.0,2010-09-22,2010-09-22,251.0,251.0,Undefined,Undefined,Undefined->Undefined,May,K,Middle,K->Middle,H,0.0,0.03,0.857142857,1.0,S,0.0,9.0,,,,2010-10-08,,,
1473,1474,HD,7.0,8.0,CO,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-10,,1948.0,2.0,2.0,0.286,,2010-09-15,2.0,1.0,2010-09-09,B,Other,10.0,PUBLIC,1.0,PK,12.0,530.0,K,0.143,0.0,East Coast,NEW,7.0,8.0,1948.0,1.0,2010-10-06,2010-10-06,237.0,237.0,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,0.0,0.013207547,0.875,1.0,S-M,0.0,,,,,2010-10-20,,,
1474,1475,HC,9.0,12.0,NM,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-01,,2226.0,2.0,1.0,0.333,,2010-09-23,2.0,1.0,2010-09-23,C,Other,8.0,PUBLIC,1.0,9,12.0,851.0,F,0.333,0.0,East Coast,NEW,6.0,7.0,2226.0,1.0,2010-10-13,2010-10-13,230.0,230.0,High,High,High->High,May,High,High,High->High,H,0.0,0.007050529,0.857142857,1.0,L,0.0,10.0,,,,2010-10-19,,,
1475,1476,HC,7.0,8.0,TX,1.0,5.0,A,2011-05-31,2011-06-04,2010-11-04,,2074.0,3.0,4.0,0.375,,2010-09-23,5.0,1.0,2010-09-24,,Dallas,7.0,PUBLIC,1.0,,,,,0.0,0.0,East Coast,EXISTING,8.0,9.0,2074.0,1.0,2010-10-19,2010-10-19,224.0,224.0,Middle,Middle,Middle->Middle,May,Undefined,Undefined,Undefined->Undefined,H,0.0,,0.888888889,1.0,,1.0,10.0,,,10.0,2010-11-01,,,
1476,1477,HD,8.0,8.0,GA,0.0,3.0,B,2011-05-31,2011-06-04,2010-11-05,,688.0,15.0,3.0,0.882,,2010-09-27,5.0,1.0,2010-09-25,C,Other,10.0,PUBLIC,1.0,6,8.0,523.0,D,0.118,0.0,East Coast,NEW,17.0,18.0,688.0,2.0,2010-09-27,2010-10-19,246.0,224.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.03250478,0.944444444,1.0,S-M,1.0,,,,,2010-10-24,2010-11-01,,
1477,1478,HC,11.0,11.0,NE,0.0,5.0,A,2011-05-31,2011-06-04,2010-11-15,,1898.0,6.0,0.0,0.462,,2010-10-14,0.0,1.0,2010-10-14,B,Other,10.0,PUBLIC,1.0,PK,12.0,490.0,H,0.462,0.0,East Coast,NEW,13.0,14.0,1898.0,1.0,2010-10-24,2010-10-24,219.0,219.0,High,High,High->High,May,PK,High,PK->High,H,1.0,0.026530612,0.928571429,1.0,S-M,1.0,10.0,,,,2010-11-07,2010-11-11,,
1478,1479,HD,8.0,,CA,0.0,5.0,A,2011-05-31,2011-06-04,2010-12-03,,1998.0,5.0,2.0,0.5,,2010-10-22,5.0,1.0,2010-10-23,C,Northern California,5.0,PUBLIC,1.0,7,8.0,600.0,I,0.0,0.0,East Coast,NEW,10.0,11.0,1998.0,1.0,2010-11-18,2010-11-18,194.0,194.0,Middle,Undefined,Middle->Undefined,May,Middle,Middle,Middle->Middle,H,0.0,0.016666667,0.909090909,1.0,M-L,1.0,9.0,,,,2010-11-29,2011-04-06,,
1479,1480,HD,8.0,8.0,CO,0.0,5.0,A,2011-05-31,2011-06-04,2010-12-10,,1788.0,10.0,1.0,0.588,,2010-11-05,2.0,2.0,2010-11-02,B,Other,5.0,PUBLIC,1.0,6,8.0,541.0,N,0.235,0.0,East Coast,EXISTING,17.0,19.0,1788.0,1.0,2010-12-07,2010-12-07,175.0,175.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1.0,0.03142329,0.894736842,2.0,S-M,0.0,10.0,9.0,9.0,,2010-12-10,2010-12-23,,
1480,1481,HC,7.0,8.0,AZ,0.0,5.0,A,2011-05-31,2011-06-04,2010-12-03,,2006.0,8.0,3.0,0.8,,2010-11-03,8.0,1.0,2010-11-03,B,Other,10.0,PUBLIC,1.0,K,8.0,897.0,J,0.1,0.0,East Coast,NEW,10.0,11.0,2006.0,1.0,2010-11-16,2010-11-16,196.0,196.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0.0,0.011148272,0.909090909,1.0,L,0.0,9.0,,,,2010-11-29,2011-05-31,,
1481,1482,HC,7.0,8.0,TX,0.0,5.0,A,2011-05-31,2011-06-05,2010-10-15,,2123.0,34.0,6.0,0.872,2010-02-12,2010-08-12,7.0,5.0,2010-02-11,C,Dallas,10.0,PUBLIC,1.0,6,8.0,813.0,K,0.308,1.0,East Coast,EXISTING,39.0,44.0,2123.0,1.0,2010-09-07,2010-09-07,266.0,266.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0.0,0.04797048,0.886363636,5.0,L,1.0,8.0,10.0,9.0,9.0,2010-05-24,2010-05-28,2010-06-02,2010-10-12
1482,1483,HC,8.0,8.0,SD,0.0,6.0,A,2011-05-31,2011-06-05,2010-10-30,FR,1572.0,5.0,1.0,0.2,2010-01-28,2010-08-30,0.0,1.0,2010-01-28,,Other,4.0,CHD,1.0,PK,6.0,,J,0.04,0.0,East Coast,EXISTING,25.0,26.0,1572.0,1.0,2010-09-23,2010-09-23,250.0,250.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1.0,,0.961538462,1.0,,1.0,10.0,10.0,10.0,10.0,2010-03-22,2010-05-24,2010-10-08,
1483,1484,HC,7.0,8.0,NM,0.0,6.0,A,2011-05-31,2011-06-05,2010-10-22,,2400.0,7.0,2.0,0.539,2010-05-11,2010-08-24,3.0,1.0,2010-05-12,C,Other,10.0,PUBLIC,1.0,6,8.0,750.0,M,0.154,0.0,East Coast,EXISTING,13.0,14.0,2400.0,1.0,2010-09-01,2010-09-01,272.0,272.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0.0,0.017333333,0.928571429,1.0,M-L,1.0,9.0,10.0,10.0,10.0,2010-09-07,2010-10-20,,
1484,1485,HC,7.0,8.0,CA,0.0,6.0,A,2011-05-31,2011-06-05,2010-10-20,,2475.0,8.0,1.0,0.364,,2010-08-31,4.0,3.0,2010-08-27,B,Northern California,5.0,PUBLIC,0.0,4,8.0,518.0,L,0.091,0.0,East Coast,EXISTING,22.0,25.0,2475.0,0.0,,,,,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0.0,0.042471042,0.88,3.0,S-M,1.0,,10.0,,,2010-10-20,2010-10-26,2011-02-18,
1485,1486,HC,8.0,8.0,CA,0.0,7.0,A,2011-05-31,2011-06-06,2010-11-19,SA,2819.0,0.0,0.0,0.0,2010-05-20,2010-08-30,1.0,5.0,2010-02-23,,Southern California,5.0,CHD,0.0,PK,8.0,402.0,Q,0.0,0.0,East Coast,EXISTING,39.0,44.0,2819.0,0.0,,,,,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1.0,0.097014925,0.886363636,5.0,S-M,1.0,,9.0,,,2010-10-18,2010-10-18,2010-10-18,2010-10-18
1486,1487,HG,4.0,4.0,CA,0.0,2.0,A,2011-06-01,2011-06-02,2010-10-29,,615.0,20.0,4.0,0.556,,2010-08-30,2.0,2.0,2010-04-29,,Southern California,5.0,Private non-Christian,1.0,PK,8.0,470.0,M,0.111,1.0,CA History,EXISTING,36.0,38.0,615.0,1.0,2010-09-13,2010-09-13,261.0,261.0,Elementary,Elementary,Elementary->Elementary,June,PK,Middle,PK->Middle,H,1.0,0.076595745,0.947368421,2.0,S-M,1.0,,,,10.0,2010-09-23,2010-10-20,2010-10-28,2010-11-16
1487,1488,HS,4.0,4.0,CA,0.0,2.0,A,2011-06-01,2011-06-02,2010-10-29,FR,567.0,5.0,1.0,0.263,2010-06-02,2010-08-26,3.0,1.0,2010-06-02,B,Southern California,4.0,PUBLIC,1.0,K,6.0,398.0,M,0.368,1.0,CA History,EXISTING,19.0,20.0,567.0,2.0,2010-09-30,2010-10-19,244.0,225.0,Elementary,Elementary,Elementary->Elementary,June,K,Middle,K->Middle,H,1.0,0.047738693,0.95,1.0,S-M,0.0,10.0,10.0,9.0,8.0,2010-06-14,2010-06-18,,
1488,1489,HS,4.0,4.0,CA,0.0,2.0,A,2011-06-01,2011-06-02,2010-10-26,,599.0,4.0,2.0,0.333,2010-09-16,2010-09-16,3.0,1.0,2010-06-09,B,Southern California,4.0,PUBLIC,1.0,K,6.0,632.0,M,0.0,1.0,CA History,EXISTING,12.0,13.0,599.0,1.0,2010-09-23,2010-09-23,251.0,251.0,Elementary,Elementary,Elementary->Elementary,June,K,Middle,K->Middle,H,1.0,0.018987342,0.923076923,1.0,M-L,0.0,,,,,2010-10-21,2010-11-03,,
1489,1490,HS,4.0,4.0,CA,0.0,2.0,A,2011-06-01,2011-06-02,2010-09-30,SA,554.0,0.0,0.0,0.0,,2010-09-16,3.0,1.0,2010-06-10,,Southern California,4.0,Private non-Christian,0.0,K,6.0,213.0,J,0.0,1.0,CA History,EXISTING,38.0,39.0,554.0,0.0,,,,,Elementary,Elementary,Elementary->Elementary,June,K,Middle,K->Middle,H,1.0,0.178403756,0.974358974,1.0,S,1.0,10.0,,10.0,,2010-10-25,2010-10-25,2010-10-25,2011-02-02
1490,1491,HD,8.0,8.0,MO,0.0,3.0,A,2011-06-01,2011-06-03,2010-10-30,,1139.0,25.0,2.0,0.781,2010-05-11,2010-09-01,3.0,3.0,2010-04-29,A,Other,10.0,PUBLIC,1.0,6,8.0,898.0,P,0.219,0.0,East Coast,EXISTING,32.0,35.0,1139.0,1.0,2010-09-13,2010-09-13,261.0,261.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.035634744,0.914285714,3.0,L,1.0,10.0,10.0,10.0,,2010-09-16,2010-10-07,2010-10-28,
